Title,Abstract,Conclusion,Study_Area
Iron oxides in the cryoconite of glaciers on the Tibetan Plateau abundance speciation and implications,"Abstract. Cryoconite is a mixture of impurities and ice visu- ally represented by dark colors present in the ablation zone of glaciers. As an important constituent of light-absorbing impurities on the glacier surface, iron oxides influence the radiative properties of mineral dust and thus its impact on ice melting processes. In particular, the distinct optical prop- erties between hematite and goethite (the major iron oxide species) highlight the necessity to obtain accurate knowledge about their abundance and geochemical behavior. Cryoconite samples from five glaciers in different regions of the Tibetan Plateau (TP) and surroundings were studied. The iron abun- dance in the cryoconite from TP glaciers ranged from 3.40 % to 4.90 % by mass, in accordance with typical natural back- ground levels. Because the light absorption capacity of min- eral dust essentially depends on the presence of iron oxides (i.e., free iron), iron oxides were extracted and determined using diffuse reflectance spectroscopy. The ratios of free to total iron for the five glaciers ranged from 0.31 to 0.70, em- phasizing that iron in the form of oxides should be consid- ered rather than total iron in the albedo and radiative model- ing. Furthermore, the goethite content in iron oxides (in mass fraction) ranged from 81 % to 98 %, showing that goethite was the predominant form among the glaciers. Using the",,[]
Irreducible water saturation in snow experimental results in a cold laboratory,,,[]
ISORROPIA A new thermodynamic equilibrium model for multiphase multicomponent inorganic aerosols,"Abstract. A computationally efficient and rigorous thermodynamic model that predicts the physical state and composition of inorganic atmospheric aerosol is presented. One of the main features of the model is the implementation of mutual deliquescence of multicomponent salt particles, which lowers the deliquescence point of the aerosol phase.","This paper presents a new equilibrium aerosol model, called ISORROPIA, which is comprehensive and computationally efficient. The model uses a weighted av- erage approach to approximate the aerosol composition in mutual deliquescence regions, instead of performing the full calculations. This approximation reduces the necessary computations and is expected to speed up the solution time.",[]
ISORROPIA II a computationally efficient thermodynamic equilibrium model for KCa2Mg2NH4NaSO42NO3ClH2O aerosols,"This study presents ISORROPIA II, a thermodynamic equilibrium model for the K +",,[]
JCSDA community radiative transfer model CRTM Version 1,,,[]
Kinetic modeling of soot formation with detailed chemistry and physics laminar premixed flames of C2 hydrocarbons,,,[]
Laboratory experiments on shear failure of snow,,,[]
Laboratory observation of the dustacoustic wave mode,,,[]
Laboratory observations of selfexcited dust acoustic shocks,,,[]
Lagrangian modelling of dust admixture in gas flows,"Abstract. A method of calculating the dispersed-phase concentration in dusty gas flow, based on using the Lagrange form of the particle continuity equation, is developed. The method makes it possible to calculate the particle concentration along a fixed particle trajectory and to investigate flow regions with multiple intersection of particle trajectories and particle accumulation zones. The use of the method is illustrated by numerical calculations of the near-symmetry-axis region in a hypersonic flow colliding with a two-phase supersonic flow from a point source (the model of evaporation of a comet nucleus). It is demonstrated that, between the bow and termination shock waves, the particle concentration distribution may have a multi-layer structure with alternating layers of high and low particle concentration and sharp particle accumulation near the envelops of the particle trajectories.","The complete Lagrangian method proposed reduces the problem of calculating the particle concentration to a system of ordinary differential equations on a fixed particle trajectory and makes it possible to calculate the flow regions with mul- tiple intersection of particle trajectories and local zones of particle accumulation. In a hypersonic flow past a supersonic two-phase source, sharp stratification of dust concentration may occur between the bow and termination shock waves, with alternating layers of high and low particle concentration.",['Lagrange']
Lambertian reflectance and linear subspaces,"Ronen Basri??? David JacobsDept. of Computer Science NEC Research InstituteThe Weizmann Institute of Science 4 Independence WayRehovot, 76100 Israel Princeton, NJ 08540 AbstractWe prove that the set of all reectance functions (the mapping from surface normals to intensities)produced by Lambertian objects under distant, isotropic lighting lies close to a 9D linear subspace. Thisimplies that, in general, the set of images of a convex Lambertian object obtained under a wide varietyof lighting conditions can be approximated accurately by a low-dimensional linear subspace, explainingprior empirical results. We also provide a simple analytic characterization of this linear space. Weobtain these results by representing lighting using spherical harmonics and describing the e???ects ofLambertian materials as the analog of a convolution. These results allow us to construct algorithms forobject recognition based on linear methods as well as algorithms that use convex optimization to enforcenon-negative lighting functions. Finally, we show a simple way to enforce non-negative lighting whenthe images of an object lie near a 4D linear space.","method performs signi???cantly less well than the others, getting the correct answer about 60% of thetime. However, it is much faster, and seems to be quite e???ective under the simpler pose and lightingconditions. The 9D linear method and 9D positive lighting method each pick the correct model ???rst 86%of the time. With this data set, the di???erence between these two algorithms is quite small comparedto other sources of error. These may include limitations in our model for handling cast shadows andspecularities, but also includes errors in the model building and pose determination processes. In fact,on examining our results we found that one pose (for one person) was grossly wrong because a humanoperator selected feature points in the wrong order. We eliminated the six images (under six lightingconditions) that used this pose from our results.4 SpecularityIn general, it is a subject of future work to consider how this sort of analysis may be applied to morecomplex imaging situations that include specularities and cast shadows. However, in this section wewill make one basic remark about these situations.We note that a low-dimensional set of images can also result when the lighting itself is low-dimensional. This can occur when the lights are all di???use, as when the sun is behind clouds orlighting is due to inter-reections. In this case, the lighting itself may be well approximated by onlylow order harmonics. If the lighting is a linear combination of a small number of harmonics, thenimages will be a linear combination of those produced when the scene is rendered separately by eachof these harmonics. This low-dimensionality is due simply to the linearity of lighting, the fact that thesum of two images produced by any two lighting conditions will be the image produced by the sumof these lighting conditions. Therefore, this will be true under the most general imaging assumptions,including cast shadows and specularities.We also note that with specular objects, the bidirectional reection distribution function (BRDF)is generally much more sharply peaked than it is with the cosine function. This provides the intuitionthat specular objects will be more a???ected by high-order harmonic components of the lighting. In theextreme case of a mirror, the entire lighting function passes into the reectance function, preserving allcomponents of the lighting. Therefore, we expect that for specular objects, a low order approximationto the image set will be less accurate. A representation in terms of harmonic images may still providea useful approximation, however. This is consistent with the experiments of Epstein et al. [7].5 ConclusionsLighting can be arbitrarily complex. But in many cases its e???ect is not. When objects are Lambertian,we show that a simple, nine-dimensional linear subspace can capture the set of images they produce.This explains prior empirical results. It also gives us a new and e???ective way of understanding thee???ects of Lambertian reectance as that of a low-pass ???lter on lighting.20","['Lambertian', 'Israel']"
Land surface albedo derived on a daily basis from Meteosat Second Generation observations,"Abstract?€?Land surface albedo determines the repartition of downwelling solar radiation into components that are either re- flected back to the atmosphere or absorbed by the surface. As more sophisticated soil?€?vegetation?€?atmosphere transfer schemes are being implemented in numerical meteorological models, it will become increasingly important to accurately characterize the spatial and temporal albedo variations. Within the scope of the European Organisation for the Exploitation of Meteorological Satellites (EUMETSAT) Satellite Application Facility for Land Surface Analysis, we have developed a daily albedo product, which is derived in near real time from observations provided by the Spinning Enhanced Visible and Infrared Imager (SEVIRI) instrument onboard the geostationary satellites of the Meteosat Second Generation series. The basic algorithm concept comprises an atmospheric correction scheme, the inversion of a linear semi- empirical model of the bidirectional reflectance distribution func- tion, the angular integration of the bidirectional reflectance distribution function to obtain spectral albedo, and the applica- tion of suitable conversion relations to derive broadband albedo estimates. The reflectance model inversion is performed each day based on the available set of clear-sky observations. In addition, constraints on the model parameters are taken into account in the inversion process. By specifying these constraints according to the previous model output in a recursive manner, a complete spatial coverage of the resulting albedo maps is achieved while, at the same time, preserving a high temporal resolution. This paper primarily concentrates on the description of the methodology. In addition, examples for the obtained albedo maps and time series, as well as the first validation results, are presented.",,[]
Large Asian dust layers continuously reached North America in April 2010,"Abstract. The NASA space-borne Mie-lidar system CALIPSO/CALIOP revealed that multiple large Asian dust layers with a horizontal scale of 2000?€?3000 km reached North America, occupying the full troposphere, in April 2010. This kind of dust layer transport has not been re- ported before. Our analysis of CALIOP data and global aerosol model results revealed that frequent dust emissions occurred in northwestern China because of stronger-than- average near-surface winds, and that strong stable westerly winds carried the Asian dust from northwestern China to the central Pacific Ocean. A negative pressure anomaly was lo- cated in the eastern Pacific Ocean, and the main dust trans- port path was split into two branches: a northern path and a southern path over North America. Northern-path dust was trapped and stagnant for a longer time than southern path dust and finally subsided under a high-pressure system. Dust along the southern path reached the central US. These com- plex conditions resulted in a multi-layered structure of dust over North America.","Multiple large Asian dust plumes (2000?€?3000 km) arrived in North America in April 2010, occupying the full tropo- sphere. We conducted an analysis based on space-borne lidar measurements and a global dust transport model and produced seven main findings. (1) In 2010, stronger-than- average winds that may have been the result of a large neg- ative phase of the Arctic oscillation during the winter-spring of 2010 caused frequent large dust emissions in northwestern China (including the Taklimakan Desert). (2) A strong stable westerly moved from northwestern China to the central Pa- cific Ocean and frequently transported dust. (3) Dust trans- port height generally ranged from 2?€?10 km. (4) Negative and positive pressure anomalies were observed over the east- ern Pacific Ocean and northeastern America, respectively. The negative pressure anomaly split the main dust transport into two branches: one (the northern path) over the western US-northern Canada?€?central/eastern US and the other (the southern path) over the western-central/southern-eastern US (5) Dust along the northern path became trapped within a high-pressure system and was stagnant for a longer time be- fore subsidence. (6) These complex conditions formed com- plex multiple layers of dust over North America. (7) The dust phenomena were well explained by the numerical model and captured by CALIOP measurements.","['China', 'Pacific Ocean', 'North America', 'US']"
Large contribution of organic aerosols to cloudcondensationnuclei concentrations,,,[]
Large surface meltwater discharge from the Kangerlussuaq sector of the Greenland ice sheet during the recordwarm year 2010 explained by detailed energy balance ,,"In 2010, atmospheric temperatures were record-setting over much of Greenland. In Kangerlussuaq in southwest Green- land, the annual-mean temperature was 2.7 standard devi- ations above the 1974?€?2010 average. Over the ice sheet","['Kangerlussuaq', 'Greenland']"
Largescale environmental controls on microbial biofilms in highalpine streams,"Abstract. Glaciers are highly responsive to global warming and important agents of landscape heterogeneity. While it is well established that glacial ablation and snowmelt regu- late stream discharge, linkage among streams and streamwa- ter geochemistry, the controls of these factors on stream mi- crobial biofilms remain insufficiently understood. We in- vestigated glacial (metakryal, hypokryal), groundwater-fed (krenal) and snow-fed (rhithral) streams ?€? all of them repre- sentative for alpine stream networks ?€? and present evidence that these hydrologic and hydrogeochemical factors differ- entially affect sediment microbial biofilms. Average micro- bial biomass and bacterial carbon production were low in the glacial streams, whereas bacterial cell size, biomass, and car- bon production were higher in the tributaries, most notably in the krenal stream. Whole-cell in situ fluorescence hybridiza- tion revealed reduced detection rates of the Eubacteria and higher abundance of ??-Proteobacteria in the glacial stream, a pattern that most probably reflects the trophic status of this ecosystem. Our data suggest low flow during the onset of snowmelt and autumn as a short period (hot moment) of fa- vorable environmental conditions with pulsed inputs of al- lochthonous nitrate and dissolved organic carbon, and with disproportionately high microbial growth. Tributaries are rel- atively more constant and favorable environments than kryal streams, and serve as possible sources of microbes and or- ganic matter to the main glacial channel during periods (e.g., snowmelt) of elevated hydrologic linkage among streams. Ice and snow dynamics ?€? and their impact on the amount and composition of dissolved organic matter ?€? have a crucial impact on stream biofilms, and we thus need to consider mi- crobes and critical hydrological episodes in future models of alpine stream communities.",,[]
Laserfilamentationinduced condensation and snow formation in a cloud chamber,,,[]
Lattice strain evolution during uniaxial tensile loading of stainless steel,"Applied and residual lattice strains were determined by neutron diffraction during a tensile test of a weakly textured austenitic stainless steel and were compared to the predictions of a self-consistent polycrystal deformation model. Parallel to the tensile axis the model predictions are generally within the resolution of the diffraction measurements, but perpendicular to the tensile axis discrepancies are noted. Discrepancies between model and measurements were greater for the residual lattice strains than during loading. It is postulated that this is because the model does not predict reverse plasticity during unload. ?? 1999 Elsevier Science S.A. All rights reserved.","The predictions of a one site self-consistent elastic?€? plastic polycrystal deformation model have been evalu- ated using neutron diffraction measurements of elastic lattice strains in grain sub-sets within a stainless steel polycrystal subjected to uniaxial tensile loading. Com- parisons between the measured and calculated lattice strains show that the model, with an isotropic exponen- tial decreasing hardening law, can predict the uniaxial deformation of fcc polycrystals with acceptable accu- racy. Predictions of the lattice strain response parallel () to the tensile axis are especially accurate. Perpendic-",[]
Lidar measurement of snow depth a review,,,[]
Light absorption and scattering by aggregates Application to black carbon and snow grains,,,[]
Light absorption by polluted snow cover Internal versus external mixture of soot,, The effect of soot particles on absorption coefficient of snow,[]
Light propagation in statistically homogeneous and isotropic dust universes,We derive the redshift and the angular diameter distance in rotationless dust,Summary. It was conjectured in [21] that light propagation in a statistically,[]
Light reflection and transmission by a temperate snow cover,,,[]
Lightabsorbing impurities in Arctic snow,"Abstract. Absorption of radiation by ice is extremely weak at visible and near-ultraviolet wavelengths, so small amounts of light-absorbing impurities in snow can dominate the ab- sorption of solar radiation at these wavelengths, reducing the albedo relative to that of pure snow, contributing to the surface energy budget and leading to earlier snowmelt. In this study Arctic snow is surveyed for its content of light- absorbing impurities, expanding and updating the 1983?€? 1984 survey of Clarke and Noone. Samples were collected in Alaska, Canada, Greenland, Svalbard, Norway, Russia, and the Arctic Ocean during 1998 and 2005?€?2009, on tun- dra, glaciers, ice caps, sea ice, frozen lakes, and in boreal forests. Snow was collected mostly in spring, when the en- tire winter snowpack is accessible for sampling. Sampling was carried out in summer on the Greenland Ice Sheet and on the Arctic Ocean, of melting glacier snow and sea ice as well as cold snow. About 1200 snow samples have been an- alyzed for this study.","The present survey has provided information about the ge- ographical and seasonal variations of BC and other LAA in Arctic snow, confirming that impurities in snow are signif- icant for the surface energy budget of the Arctic. Concen- trations are highest and most variable in the eastern Arctic (Scandinavia, Russia and Svalbard) and lower and less vari- able in the western Arctic (Canada and Alaska), with inter- mediate values for snow-covered sea ice and in bare sea ice on the Arctic Ocean. This is qualitatively consistent with GCM predictions (e.g. Fig. 5 of Flanner et al., 2007); a quan- titative comparison is needed and can now be done with the available data.","['Arctic Ocean', 'Arctic', 'Greenland', 'Arctic Ocean.', 'Russia']"
Lightabsorbing particles in snow and ice Measurement and modeling of climatic and hydrological impact,,,[]
Linking differential domain functions of the GS3 protein to natural variation of grain size in rice,,,[]
Longrange transport of mineral dust in the global atmosphere Impact of African dust on the environment of the southeastern United States,,"The presence of high concentrations of mineral dust over such large areas of the Earth has implications in many areas of science: meteorology, climate, and biogeochemical processes. To properly assess the role of dust in these processes, we must have a better understanding of the properties of the airborne soil particles. The mass median diameter of long-range dust is generally ,10 mm, typically about several micrometers. The soil particles in this size fraction usually show signs of severe chemical and physical weathering. The particle surface may be","['Earth', 'United States']"
Longterm increase in dissolved organic carbon in streamwaters in Norway is response to reduced acid deposition,,,['Norway']
Longterm performance of highalbedo roof coatings,,,[]
Longterm trends of black carbon and sulphate aerosol in the Arctic changes in atmospheric transport and source region emissions,"Abstract. As a part of the IPY project POLARCAT (Po- lar Study using Aircraft, Remote Sensing, Surface Mea- surements and Models, of Climate, Chemistry, Aerosols and Transport) and building on previous work (Hirdman et al., 2010), this paper studies the long-term trends of both atmospheric transport as well as equivalent black carbon (EBC) and sulphate for the three Arctic stations Alert, Barrow and Zeppelin. We find a general downward trend in the measured EBC concentrations at all three sta- tions, with a decrease of ???2.1 ?? 0.4 ng m???3 yr???1 (for the years 1989?€?2008) and ???1.4 ?? 0.8 ng m???3 yr???1 (2002?€?2009) at Alert and Zeppelin respectively. The decrease at Bar- row is, however, not statistically significant. The mea- sured sulphate concentrations show a decreasing trend at Alert and Zeppelin of ???15 ?? 3 ng m???3 yr???1 (1985?€?2006) and ???1.3 ?? 1.2 ng m???3 yr???1 (1990?€?2008) respectively, while there is no trend detectable at Barrow.","In this paper we have presented trend calculations for equiva- lent black carbon and sulphate for three Arctic stations, Alert, Barrow, and Zeppelin. We have also investigated which source regions have determined the overall concentrations and their long-term trends. Finally, we have quantified the impact of variations in atmospheric transport on the long- term trends. Listed below are the main findings of this study.",['Barrow']
Low carbon steel with nanostructured surface layer induced by highenergy shot peening,,,[]
Low core losses of nanocrystalline FeMB MZr Hf or Nb alloys,,,[]
Low molecular weight C1C10 monocarboxylic acids dissolved organic carbon and major inorganic ions in alpine snow pit sequence from a high mountain site ,,,[]
Low molecular weight dicarboxylic acids and related polar compounds in the remote marine rain samples collected from western Pacific," Abstract--During the western Pacific Ocean cruise of R/V Hakuho-Maru (20??N-40??S), fourteen rainwater",,"['Pacific', 'Pacific Ocean']"
Lowtemperature superplasticity in nanostructured nickel and metal alloys,"4. Finney, J. L., Lobban, C., Klotz, S. & Besson, J. M. in Collected Abstracts of the XVII Congress and",,[]
Lunar dust problem From liability to asset,,,[]
Making strong nanomaterials ductile with gradients,,,[]
Management effects on soil CO2 efflux in northern semiarid grassland and cropland,"Soil respiration is a process influenced by land use, management practices, and environmental conditions. Our objectives",,[]
Manual for soil and water analysis,,,[]
Mapping alpine snow using a spectral mixture modeling technique,,,[]
Mapping of snow water equivalent and snow depth in boreal and subarctic zones by assimilating spaceborne microwave radiometer data and groundbased ,Received 28 September 2005; received in revised form 7 December 2005; accepted 4 January 2006 Abstract,"The obtained results indicate that the assimilation of space- borne microwave radiometer data with operational ground- based snow observations improves the performance of SWE/SD estimation when compared with the case of interpolating discrete ground-based observations. This is the case when the assimilation technique applies a non-linear model to describe space-borne observations and adaptively takes into account the statistical accuracies of different data sources. Moreover, the results indicate that empirical algorithms or the inversion of brightness temperature modelling do not appear to provide sufficient SWE/SD retrieval accuracies without the use of supplementary reference data.",[]
Marine microbes see a sea of gradients,,,[]
Martensitic accommodation strain and the metalinsulator transition in manganites,,,[]
Mass and heat balance of snowpatches in Basen nunatak Dronning Maud Land Antarctica in summer,,,['Antarctica']
Mass sedimentation of Phaeocystis pouchetii in the Barents Sea,,,['Barents Sea']
Massloss rates and dusttogas ratios for obscured Asymptotic Giant Branch stars of different metallicities,"Abstract. The mass-loss rates and dust-to-gas ratios of obscured Asymptotic Giant Branch (AGB) stars are in- vestigated for samples with different initial metallicities: in the Small and Large Magellanic Clouds (SMC & LMC) and in the Milky Way. The properties of their circumstel- lar envelopes can be explained in a consistent way if, both for obscured M-type AGB stars and for obscured carbon stars, the total (gas+dust) mass-loss rate M?? depends only weakly on initial metallicity whilst the dust-to-gas ratio ?? depends approximately linearly on initial metallicity.",,[]
MATLAB functions for Mie scattering and absorption version 2,"Abstract A set of MATLAB Functions for Mie calculations (M??tzler, 2002a) and for applica- tions to microwave radiation in rain (M??tzler, 2002b) has been improved and expanded by including magnetic and metal-like media and coated spheres. The appendix includes a discussion of the basic behaviour or the Riccati-Bessel and related Functions needed in the computations of Mie Coefficients. The applications of the Mie Functions are directed toward the study of radiative properties of precipitation. Functions have been developed to compute propagation parameters for freezing rain and melting graupel, assuming Marshall-Palmer drop- size distribution, including functions to compute the complex dielectric permittivi- ties of ice and water. Other applications can be envisaged if the dielectric or refrac- tive properties of the particles and their size distributions are known.","5 Conclusions This version of MATLAB Functions for Mie calculations expands on Version 1 (M??tzler, 2002a) by the wider range of parameters allowed in case of non-magnetic spheres, by the addition of functions for magnetic materials and for coated spheres. Furthermore, a deeper analysis of Riccati-Bessel Functions has taken place as a guide for situations in which numerical problems may occur. The applications of the present work have been concentrated on microwave and millimeter-wave radiation to precipitation in form of rain, freezing rain and melting graupel. As a simplification, it was assumed that the thickness of the coating is not dependent on the particle size. Interesting differences were found between the behaviour of ice spheres coated by liquid water and water spheres coated by ice. Based on the presented work, the applications can be extended to other particles. As an example, water-coated aerosols can be treated if the complex refractive index",[]
MAXDOAS measurements of atmospheric trace gases in Ny??lesundRadiative transfer studies and their application,"Abstract. A new approach to derive tropospheric concen- trations of some atmospheric trace gases from ground-based UV/vis measurements is described. The instrument, referred to as the MAX-DOAS, is based on the well-known UV/vis instruments, which use the sunlight scattered in the zenith sky as the light source and the method of Differential Optical Absorption Spectroscopy (DOAS) to derive column amounts of absorbers like ozone and nitrogen dioxide. Substantial en- hancements have been applied to this standard setup to use different lines of sight near to the horizon as additional light sources (MAX ?€? multi axis). Results from measurements at Ny-A??lesund (79??? N, 12??? E) are presented and interpreted with the full-spherical radiative transfer model SCIATRAN. In particular, measurements of the oxygen dimer O4 which has a known column and vertical distribution in the atmo- sphere are used to evaluate the sensitivity of the retrieval to parameters such as multiple scattering, solar azimuth, surface albedo and refraction in the atmosphere and also to validate the radiative transfer model. As a first application, measure- ments of NO2 emissions from a ship lying in Ny-A??lesund harbour are presented. The results of this study demonstrate the feasibility of long term UV/vis multi axis measurement that can be used to derive not only column amounts of dif- ferent trace gases but also some information on the vertical location of these absorbers.","A novel multi-axis UV/visible instrument (MAX-DOAS) has been described, that measures not only in the zenith direc- tion, but also at several lines of sight close to the horizon. The instrument is operating in Ny-A??lesund in a 2 direction viewing mode since 1999 and with 5 viewing directions since March 2002.",[]
Measurement and parameterization of albedo variations at Haut Glacier dArolla Switzerland,,,['Switzerland']
Measurement of light absorbing particles in the snow of the Huaytapallana glacier in the central Andes of Peru and their effect on albedo and radiative forcing,,"	 4.	Conclusiones	 Este	estudio	se	bas??	en	las	primeras	mediciones	de	campo	del	contenido	del	CNe	en	la	nieve	del	glaciar	 Huaytapallana.	La	masa	promedio	del	CNe	en	la	capa	superficial	fue	31.1??22.2	ppb.	La	masa	del	CNe	mostr??	 una	 gran	 variaci??n	 temporal	 con	 valores	 que	 oscilaron	 entre	 4-84	 ppb,	 con	 un	 incremento	 durante	 las	 estaciones	de	 invierno	y	primavera.	La	reducci??n	del	albedo	de	 la	superficie	del	glaciar,	 inducida	por	 la	 presencia	del	CNe,	oscil??	entre	0.6-5.0%.	Se	estim??	que	el	FR	del	CNe	en	la	nieve	del	glaciar	Huaytapallana	 fue	 11.8??7.8	W	m-2.	 Pero	 si	 se	 analiza	 por	 estaciones	 este	 valor	 se	 incrementa	 significativamente	 para	 invierno	en	un	157%	y	para	primavera	en	un	134%,	respecto	al	promedio	general.	Finalmente,	se	observ??	 que	existe	una	correlaci??n	positiva	fuerte	entre	el	CNe	y	el	FR	((l = 0.87),	lo	que	sugiere	que	la	presencia	",['Peru']
Measurement of solid precipitation with an optical disdrometer,"Abstract. A study about measurements of solid precipita- tion using an optical disdrometer is presented. The optical disdrometer is an improved version of the ODM 470 dis- drometer. It allows to measure hydrometeors within a size range of 0.4 to 22 mm in diameter. The main advantage of this instrument is its ability to esti- mate accurately precipitation even under strong wind condi- tions (Gro??klaus, 1996). To measure solid precipitation a ge- ometrical model was developed to determine the mean cross- sectional area of snow crystals for different predefined shapes and sizes. It serves to develop an algorithm, which relates the mean cross sectional area of snow crystals to their max- imum dimension, liquid water content, and terminal veloc- ity. The algorithm was applied to disdrometer measurements during winter 1999/2000 in Uppsala/Sweden. Resulting pre- cipitation was compared to independent measurements of a Geonor gauge and to manual measurements. In terms of daily precipitation the disdrometer shows a reliable perfor- mance.",The present sensitivity study concerning the transforma- tion between the maximum dimension and the mean cross- sectional area of snow crystals is based on a theoretical ex- periment considering six exemplary snow crystal types. Un- der these preconditions it is shown that only one parameteri- sation of terminal fall velocity and liquid water content is re- quired to calculate the precipitation rate from measurements of the optical disdrometer ODM 470. In a first attempt the algorithm was applied to solid precipita- tion measurements from winter 1999/2000 in Uppsala. The results indicate a general overestimation of precipitation rates from disdrometer measurements compared to other methods. Future validation and improvements of the algorithm shall include:,['Uppsala.']
Measurement of the specific surface area of snow using infrared reflectance in an integrating sphere at 1310 and 1550 nm,"Abstract. Even though the specific surface area (SSA) and the snow area index (SAI) of snow are crucial variables to determine the chemical and climatic impact of the snow cover, few data are available on the subject. We propose here a novel method to measure snow SSA and SAI. It is based on the measurement of the hemispherical infrared re- flectance of snow samples using the DUFISSS instrument (DUal Frequency Integrating Sphere for Snow SSA measure- ment). DUFISSS uses the 1310 or 1550 nm radiation of laser diodes, an integrating sphere 15 cm in diameter, and InGaAs photodiodes. For SSA<60 m2 kg???1, we use the 1310 nm ra- diation, reflectance is between 15 and 50% and the accuracy of SSA determination is 10%. For SSA>60 m2 kg???1, snow is usually of low density (typically 30 to 100 kg m???3), resulting in insufficient optical depth and 1310 nm radiation reaches the bottom of the sample, causing artifacts. The 1550 nm ra- diation is therefore used for SSA>60 m2 kg???1. Reflectance is then in the range 5 to 12% and the accuracy on SSA is 12%. We propose empirical equations to determine SSA from re- flectance at both wavelengths, with that for 1310 nm taking into account the snow density. DUFISSS has been used to measure the SSA of snow and the SAI of snowpacks in polar and Alpine regions.","DUFISSS allows the rapid determination of snow SSA in the field with an accuracy better than 12%. The principle, tech- nology and use of DUFISSS are simple, making it a useful tool for chemical, climate, and snow physics research. As stated in the introduction, it can be used to study atmosphere- snow exchanges of chemicals (Burniston et al., 2007), es- pecially right after snow falls, when SSA decreases rapidly. Hopefully it can also be used to help relate changes in snow radiative properties to snow physical properties, in particular in remote sensing studies. This may not be simple, however, because radiative properties measured in the field or derived from satellites are usually directional, not hemispherical, and complex BRDF considerations may be necessary. New ap- proaches however appear promising (Zege et al., 2008). Fi- nally, this rapid method will be beneficial for the study of snow physics, and in particular the understanding of the fac- tors affecting the rate of SSA changes, because in the past this has been limited by the small amount of data that could be obtained by CH4 adsorption (Taillandier et al., 2007).",[]
Measurement of vertical profiles of snow specific surface area with a 1 cm resolution using infrared reflectance instrument description and validation,,,[]
Measurements and model calculations of the solar shortwave fluxes in snow on Summit Greenland,,,['Summit Greenland']
Measurements and modeling of snow albedo at Alerce Glacier Argentina effects of volcanic ash snow grain size and cloudiness,Abstract. The relevance of light absorbing impurities in snow albedo (and its effects in seasonal snow or glacier mass balance),Our study combines field observation and modeling activities to analysis the role of PM over the albedo of Alerce glacier in510,[]
Measurements and modelling of snow particle size and shortwave infrared albedo over a melting Antarctic ice sheet,Abstract. The albedo of a snowpack depends on the single-,This study illustrates a method to extract a snow particle,['Antarctic']
Measurements of lightabsorbing impurities in snow over four glaciers on the Tibetan Plateau,"Black carbon (BC), dust, and organic carbon (OC) aerosols, when deposited onto the surface of glaciers, can absorb light and decrease the snow albedo. These impurities in snow are referred to as ILAIs (i.e., insoluble light absorbing impurities). Atmospheric chemical models have been extensively used to simulate the transport and deposition of atmospheric aerosols in glacierized areas. However, systematic investigations of ILAIs in snowpack of glaciers on the Tibetan Plateau (TP) are rare. In this study, observations of ILAIs in snow and simulations of ILAIs of atmospheric aerosol at surface over four glaciers on the TP have been analyzed. Strong correlation between BC and dust was found in surface aged-snow, and their correlation significantly varied with snowpit depth. BC and OC concentrations in snowpit tended to decrease with depth. Significant differences of ILAI concentrations among depth intervals reflect their diverse hydrophilicities, physiochemical properties and post- depositional processes in snowpit, offering important observational constraints on the related processes. Monthly variation of atmospheric ILAIs at surface over glaciers is characterized by distinct spatial heterogeneity. The statistical results show higher ILAI concentrations in the summer of 2015 than 2014, which is in qualitative agreement with CALIPSO observations, likely reflecting the effects of inter-annual variation of summer monsoon on snow ILAI loadings. Optical attenuation (ATN) of BC is gradually decreased with depth of snowpit, whereas the trend of mass absorption cross-section (MAC) of BC throughout the profile of snowpit is opposite to that of ATN. The scanning electron microscopy (SEM) imaging demonstrates that calcium and silicon rich particles dominate over biological, quartz and flying ash particles in the cryoconite, providing additional constraints on the sources of dust-in-snow and can facilitate better understanding of the physicochemical properties and cli- matic effects of particles in the glacial cryoconite.","	Conclusions 	Data availability 	Declarations of Competing Interest 	Author contributions 	Acknowledgments 	mk:H1_19 	mk:H1_20 	Supplementary data 	References",['Tibetan Plateau']
Measurements of thermal infrared spectral reflectance of frost snow and ice," Abstract. Because much of Earth's surface is covered by frost, snow, and ice, the spectral",,[]
Measuring specific surface area of snow by nearinfrared photography,,,[]
Mechanical anisotropy and deep drawing behaviour of AZ31 and ZE10 magnesium alloy sheets, The influence of the initial microstructure on the deep drawability and the associated,,[]
Mechanically driven alloying and grain size changes in nanocrystalline FeCu powders,,,[]
Melting of snow cover in a tropical mountain environment in Bolivia Processes and modeling,,,['Bolivia']
